,userId,movieId,rating,timestamp
3298357,22528,1,4.0,1996-02-22 16:30:53
3298377,22528,110,5.0,1996-02-22 16:30:54
3298372,22528,95,4.0,1996-02-22 16:30:54
3298376,22528,107,5.0,1996-02-22 16:30:54
3298375,22528,105,4.0,1996-02-22 16:30:54
3298370,22528,65,1.0,1996-02-22 16:31:30
3298373,22528,99,1.0,1996-02-22 16:31:30
3298379,22528,117,4.0,1996-02-22 16:34:40
3298378,22528,111,4.0,1996-02-22 16:34:40
3298359,22528,5,4.0,1996-02-22 16:34:41
3298374,22528,104,2.0,1996-02-22 16:34:41
3298368,22528,50,5.0,1996-02-22 16:38:17
3298366,22528,45,3.0,1996-02-22 16:38:17
15549602,107537,17,5.0,1996-02-22 17:26:08
15549601,107537,11,4.0,1996-02-22 17:26:08
15549611,107537,79,4.0,1996-02-22 17:26:08
15549600,107537,7,3.0,1996-02-22 17:26:08
15549604,107537,21,4.0,1996-02-22 17:26:08
15549606,107537,36,4.0,1996-02-22 17:26:08
15549612,107537,94,3.0,1996-02-22 17:26:08
15549613,107537,111,5.0,1996-02-22 17:26:08
15549599,107537,5,2.0,1996-02-22 17:26:08
15549598,107537,1,4.0,1996-02-22 17:34:20
15549608,107537,41,4.0,1996-02-22 17:34:20
15549605,107537,32,4.0,1996-02-22 17:34:20
15549609,107537,52,4.0,1996-02-22 17:34:20
15549610,107537,61,3.0,1996-02-22 17:34:20
9145700,63203,6,1.0,1996-02-23 12:55:55
9145730,63203,77,1.0,1996-02-23 12:55:55
9145727,63203,72,2.0,1996-02-23 12:55:55
9145739,63203,94,4.0,1996-02-23 12:55:55
9145738,63203,93,1.0,1996-02-23 12:55:55
9145728,63203,74,4.0,1996-02-23 12:55:55
9145731,63203,79,4.0,1996-02-23 12:55:55
9145732,63203,81,1.0,1996-02-23 12:55:55
9145734,63203,84,4.0,1996-02-23 12:55:55
9145736,63203,88,2.0,1996-02-23 12:55:56
9145699,63203,5,4.0,1996-02-23 12:55:56
9145750,63203,117,1.0,1996-02-23 12:55:56
9145702,63203,9,1.0,1996-02-23 12:55:56
9145703,63203,10,3.0,1996-02-23 12:55:56
9145733,63203,83,3.0,1996-02-23 12:55:56
9145735,63203,85,5.0,1996-02-23 12:55:56
9145698,63203,3,4.0,1996-02-23 12:55:56
9145729,63203,75,1.0,1996-02-23 12:55:56
9145696,63203,1,2.0,1996-02-23 12:55:56
9145701,63203,7,4.0,1996-02-23 12:55:56
9145697,63203,2,1.0,1996-02-23 12:55:56
9145707,63203,17,5.0,1996-02-23 12:55:57
9145711,63203,26,4.0,1996-02-23 12:55:57
9145708,63203,19,1.0,1996-02-23 12:55:57
9145704,63203,11,1.0,1996-02-23 12:55:57
9145709,63203,21,3.0,1996-02-23 12:55:57
9145713,63203,28,5.0,1996-02-23 12:55:57
9145705,63203,14,1.0,1996-02-23 12:55:57
9145710,63203,25,1.0,1996-02-23 12:55:57
9145712,63203,27,3.0,1996-02-23 12:55:57
9145706,63203,16,1.0,1996-02-23 12:55:57
9145717,63203,36,1.0,1996-02-23 12:55:58
9145723,63203,58,5.0,1996-02-23 12:55:58
9145720,63203,45,1.0,1996-02-23 12:55:58
9145716,63203,34,1.0,1996-02-23 12:55:58
9145714,63203,31,3.0,1996-02-23 12:55:58
9145715,63203,32,1.0,1996-02-23 12:55:58
9145719,63203,41,4.0,1996-02-23 12:55:58
9145718,63203,40,3.0,1996-02-23 12:55:58
9145743,63203,105,2.0,1996-02-23 12:55:59
9145737,63203,92,3.0,1996-02-23 12:55:59
9145742,63203,99,1.0,1996-02-23 12:55:59
9145740,63203,95,1.0,1996-02-23 12:55:59
9145741,63203,96,4.0,1996-02-23 12:55:59
9145726,63203,68,4.0,1996-02-23 12:55:59
9145721,63203,50,4.0,1996-02-23 12:55:59
9145722,63203,52,4.0,1996-02-23 12:55:59
9145724,63203,61,1.0,1996-02-23 12:55:59
9145745,63203,110,1.0,1996-02-23 12:55:59
9145725,63203,62,5.0,1996-02-23 12:55:59
9145744,63203,109,1.0,1996-02-23 12:56:00
9145746,63203,111,1.0,1996-02-23 12:56:00
9145749,63203,116,3.0,1996-02-23 12:56:00
9145747,63203,112,1.0,1996-02-23 12:56:00
9145748,63203,115,4.0,1996-02-23 12:56:00
9145751,63203,134,1.0,1996-02-23 12:56:00
18853855,130558,110,5.0,1996-02-26 11:09:25
18853842,130558,58,5.0,1996-02-26 11:09:25
18853831,130558,32,5.0,1996-02-26 11:30:18
16255266,112497,93,2.0,1996-02-26 18:39:38
16255258,112497,17,5.0,1996-02-26 18:39:39
16255260,112497,21,5.0,1996-02-26 18:39:39
16255267,112497,126,2.0,1996-02-26 18:39:40
16255261,112497,28,5.0,1996-02-26 18:44:48
16255257,112497,10,2.0,1996-02-26 18:49:36
16255259,112497,19,1.0,1996-02-26 18:49:36
11803305,81468,1,5.0,1996-02-26 22:26:10
11803312,81468,74,4.0,1996-02-26 22:26:10
11803310,81468,58,5.0,1996-02-26 22:26:11
11803307,81468,11,4.0,1996-02-26 22:26:11
11803309,81468,40,5.0,1996-02-26 22:26:11
11803306,81468,7,4.0,1996-02-26 22:26:11
11803313,81468,105,4.0,1996-02-26 22:26:11
11803311,81468,62,5.0,1996-02-26 22:26:11
11803308,81468,28,5.0,1996-02-26 22:26:11
17935990,124035,92,3.0,1996-02-27 13:58:01
9164186,63308,79,5.0,1996-02-28 07:14:37
9164158,63308,6,4.0,1996-02-28 07:14:37
9164154,63308,2,5.0,1996-02-28 07:14:37
9164190,63308,93,2.0,1996-02-28 07:14:37
9164191,63308,94,3.0,1996-02-28 07:14:37
9164188,63308,86,3.0,1996-02-28 07:14:37
9164187,63308,81,4.0,1996-02-28 07:14:37
9164159,63308,7,5.0,1996-02-28 07:14:38
9164162,63308,10,5.0,1996-02-28 07:14:38
9164160,63308,8,4.0,1996-02-28 07:14:38
9164153,63308,1,5.0,1996-02-28 07:14:38
9164167,63308,16,4.0,1996-02-28 07:14:38
9164156,63308,4,4.0,1996-02-28 07:14:38
9164161,63308,9,5.0,1996-02-28 07:14:38
9164168,63308,17,4.0,1996-02-28 07:14:38
9164155,63308,3,5.0,1996-02-28 07:14:38
9164157,63308,5,4.0,1996-02-28 07:14:38
9164189,63308,87,2.0,1996-02-28 07:14:38
9164164,63308,12,3.0,1996-02-28 07:14:39
9164170,63308,21,5.0,1996-02-28 07:14:39
9164165,63308,14,3.0,1996-02-28 07:14:39
9164172,63308,25,5.0,1996-02-28 07:14:39
9164173,63308,32,5.0,1996-02-28 07:14:39
9164163,63308,11,5.0,1996-02-28 07:14:39
9164169,63308,19,5.0,1996-02-28 07:14:39
9164178,63308,41,4.0,1996-02-28 07:14:39
9164166,63308,15,4.0,1996-02-28 07:14:39
9164193,63308,100,4.0,1996-02-28 07:14:40
9164196,63308,112,5.0,1996-02-28 07:14:40
9164194,63308,103,3.0,1996-02-28 07:14:40
9164174,63308,34,5.0,1996-02-28 07:14:40
9164182,63308,52,4.0,1996-02-28 07:14:40
9164180,63308,45,3.0,1996-02-28 07:14:40
9164176,63308,36,5.0,1996-02-28 07:14:40
9164177,63308,38,3.0,1996-02-28 07:14:40
9164195,63308,110,5.0,1996-02-28 07:14:40
9164181,63308,47,5.0,1996-02-28 07:14:40
9164183,63308,61,4.0,1996-02-28 07:14:40
9164192,63308,95,4.0,1996-02-28 07:14:40
9164184,63308,62,4.0,1996-02-28 07:14:40
9164185,63308,63,2.0,1996-02-28 07:14:40
729429,4864,17,5.0,1996-02-28 09:32:14
729427,4864,11,5.0,1996-02-28 09:32:14
729426,4864,10,3.0,1996-02-28 09:32:14
729444,4864,79,1.0,1996-02-28 09:32:14
729435,4864,34,5.0,1996-02-28 09:32:15
729443,4864,62,4.0,1996-02-28 09:32:15
729428,4864,14,4.0,1996-02-28 09:32:15
729445,4864,92,2.0,1996-02-28 09:32:15
729449,4864,111,5.0,1996-02-28 09:32:16
13357517,92320,19,2.0,1996-02-28 15:42:45
13357522,92320,34,2.0,1996-02-28 15:42:45
13357516,92320,17,4.0,1996-02-28 15:45:53
13357511,92320,7,4.0,1996-02-28 15:45:54
14132412,97606,3,2.0,1996-02-29 08:35:38
14132413,97606,4,2.0,1996-02-29 08:35:38
14132462,97606,105,2.0,1996-02-29 08:35:38
14132455,97606,88,2.0,1996-02-29 08:37:40
14132447,97606,74,3.0,1996-02-29 08:39:12
14132445,97606,65,1.0,1996-02-29 08:56:29
14132418,97606,9,3.0,1996-02-29 10:36:05
14132417,97606,8,3.0,1996-02-29 10:38:15
14132448,97606,75,1.0,1996-02-29 10:38:15
14132421,97606,12,2.0,1996-02-29 10:38:15
14132461,97606,104,2.0,1996-02-29 10:38:15
7082119,48844,144,4.0,1996-02-29 12:38:17
7082113,48844,28,4.0,1996-02-29 12:38:17
9935464,68648,265,5.0,1996-02-29 16:14:11
9935475,68648,315,1.0,1996-02-29 16:48:44
9935477,68648,319,3.0,1996-02-29 16:48:44
9935471,68648,296,5.0,1996-02-29 16:48:44
15688250,108467,417,3.0,1996-03-01 00:00:00
15688249,108467,412,3.0,1996-03-01 00:00:00
15688252,108467,434,2.0,1996-03-01 00:00:00
3214061,21948,357,5.0,1996-03-01 00:00:00
15688253,108467,440,3.0,1996-03-01 00:00:00
15688248,108467,381,2.0,1996-03-01 00:00:00
3214062,21948,362,5.0,1996-03-01 00:00:00
4622932,31699,351,2.0,1996-03-01 00:00:00
15688247,108467,380,3.0,1996-03-01 00:00:00
3214059,21948,355,3.0,1996-03-01 00:00:00
3214063,21948,364,4.0,1996-03-01 00:00:00
12172768,84082,539,4.0,1996-03-01 00:00:00
15688246,108467,378,2.0,1996-03-01 00:00:00
19706055,136443,345,2.0,1996-03-01 00:00:00
15688245,108467,373,3.0,1996-03-01 00:00:00
15688244,108467,372,3.0,1996-03-01 00:00:00
15688243,108467,371,2.0,1996-03-01 00:00:00
15688242,108467,370,3.0,1996-03-01 00:00:00
11618647,80229,539,4.0,1996-03-01 00:00:00
11618646,80229,538,4.0,1996-03-01 00:00:00
15688241,108467,368,3.0,1996-03-01 00:00:00
15688240,108467,367,4.0,1996-03-01 00:00:00
3214060,21948,356,5.0,1996-03-01 00:00:00
3214064,21948,368,5.0,1996-03-01 00:00:00
3214068,21948,383,2.0,1996-03-01 00:00:00
3214066,21948,377,4.0,1996-03-01 00:00:00
4622961,31699,586,1.0,1996-03-01 00:00:00
4622960,31699,552,2.0,1996-03-01 00:00:00
4622959,31699,539,3.0,1996-03-01 00:00:00
4622958,31699,538,4.0,1996-03-01 00:00:00
4622957,31699,537,5.0,1996-03-01 00:00:00
4622956,31699,535,3.0,1996-03-01 00:00:00
4622955,31699,534,5.0,1996-03-01 00:00:00
4622954,31699,529,4.0,1996-03-01 00:00:00
8018541,55252,316,2.0,1996-03-01 00:00:00
8018540,55252,315,2.0,1996-03-01 00:00:00
4622953,31699,528,2.0,1996-03-01 00:00:00
4622952,31699,527,5.0,1996-03-01 00:00:00
